id,name,image,distillery,region,abv,cask,price,avg_rating,likes,is_featured
tangle-ridge,탱글 릿지,/whiskies/no.pic whisky.png,탱글릿지,캐나다,40,블렌디드,4-6만원,0,0,false
the-feathery,더 페더리,/whiskies/no.pic whisky.png,더페더리,스코틀랜드,46,블렌디드 몰트,10-12만원,0,0,false
the-glenlivet-code,더 글렌리벳 코드,/whiskies/no.pic whisky.png,글렌리벳,스코틀랜드 (스페이사이드),48,한정판,20-25만원,0,0,false
tomatin-legacy,토마틴 레거시,/whiskies/no.pic whisky.png,토마틴,스코틀랜드 (하이랜드),43,버번 & 버진 오크,6-8만원,0,0,false
tullibardine-500-sherry,툴리바딘 500 셰리,/whiskies/no.pic whisky.png,툴리바딘,스코틀랜드 (하이랜드),43,셰리 캐스크,10-12만원,0,0,false
uncle-nearest-1856,엉클 니어레스트 1856,/whiskies/no.pic whisky.png,엉클니어레스트,미국 (테네시),50,테네시 위스키,12-15만원,0,0,false
wyoming-whiskey,와이오밍 위스키,/whiskies/no.pic whisky.png,와이오밍,미국 (와이오밍),44,버번,8-10만원,0,0,false
yoichi-rum-cask,요이치 럼 캐스크,/whiskies/no.pic whisky.png,요이치,일본,46,럼 캐스크,25-30만원,0,0,false
ardbeg-25,아드벡 25년,/whiskies/no.pic whisky.png,아드벡,스코틀랜드 (아일라),46,버번 캐스크,30만원 이상,0,0,false
balvenie-tun-1509,발베니 툰 1509,/whiskies/no.pic whisky.png,발베니,스코틀랜드 (스페이사이드),52,매링 툰,30만원 이상,0,0,false
benriach-25,벤리악 25년,/whiskies/no.pic whisky.png,벤리악,스코틀랜드 (스페이사이드),46.8,4가지 캐스크,30만원 이상,0,0,false
chichibu-london-edition,치치부 런던 에디션,/whiskies/no.pic whisky.png,치치부,일본,53.5,한정판,30만원 이상,0,0,false
convalmore-32,콘발모어 32년,/whiskies/no.pic whisky.png,콘발모어,스코틀랜드 (스페이사이드),48.2,스페셜 릴리즈,30만원 이상,0,0,false
dalmore-constellation,달모어 컨스텔레이션,/whiskies/no.pic whisky.png,달모어,스코틀랜드 (하이랜드),45,빈티지 컬렉션,30만원 이상,0,0,false
glenfarclas-40,글렌파클라스 40년,/whiskies/no.pic whisky.png,글렌파클라스,스코틀랜드 (스페이사이드),43,셰리 캐스크,30만원 이상,0,0,false
glenfiddich-40,글렌피딕 40년,/whiskies/no.pic whisky.png,글렌피딕,스코틀랜드 (스페이사이드),45,빈티지 컬렉션,30만원 이상,0,0,false
glenlivet-25,글렌리벳 25년,/whiskies/no.pic whisky.png,글렌리벳,스코틀랜드 (스페이사이드),43,셰리 캐스크,30만원 이상,0,0,false
highland-park-30,하이랜드 파크 30년,/whiskies/no.pic whisky.png,하이랜드,스코틀랜드 (아일랜즈),45.7,셰리 캐스크,30만원 이상,0,0,false
karuizawa-1981,카루이자와 1981,/whiskies/no.pic whisky.png,카루이자와,일본,61.3,싱글 캐스크,30만원 이상,0,0,false
laphroaig-25,라프로익 25년,/whiskies/no.pic whisky.png,라프로익,스코틀랜드 (아일라),52,버번 & 셰리,30만원 이상,0,0,false
macallan-no-1,맥캘란 No. 1,/whiskies/no.pic whisky.png,맥캘란,스코틀랜드 (스페이사이드),50,에디션 시리즈,30만원 이상,0,0,false
old-rip-van-winkle-25,올드 립 밴 윙클 25년,/whiskies/no.pic whisky.png,밴윙클,미국 (켄터키),50,버번,30만원 이상,0,0,false
pappy-van-winkle-23,패피 밴 윙클 23년,/whiskies/no.pic whisky.png,밴윙클,미국 (켄터키),47.8,버번,30만원 이상,0,0,false
port-ellen-37,포트 엘렌 37년,/whiskies/no.pic whisky.png,포트엘렌,스코틀랜드 (아일라),51,스페셜 릴리즈,30만원 이상,0,0,false
springbank-21,스프링뱅크 21년,/whiskies/no.pic whisky.png,스프링뱅크,스코틀랜드 (캠벨타운),46,셰리 캐스크,30만원 이상,0,0,false
talisker-25,탈리스커 25년,/whiskies/no.pic whisky.png,탈리스커,스코틀랜드 (아일랜즈),45.8,버번 & 셰리,30만원 이상,0,0,false
the-yamazaki-55,더 야마자키 55년,/whiskies/no.pic whisky.png,야마자키,일본,46,미즈나라 & 화이트 오크,30만원 이상,0,0,false
